id,talhao_id,fazenda_id,area_ha,latitude,longitude,safra,data,dia_juliano,dias_desde_plantio,estagio_fenologico,ndvi,evi,temperatura_superficie_c,umidade_solo_satelite_pct,precipitacao_mm,temperatura_ar_c,umidade_ar_pct,umidade_solo_sensor_pct,luminosidade_lux,necessidade_irrigacao,status_saude,produtividade_estimada_ton_ha,mes,ciclo_total_dias,dias_desde_plantio_pct,estagio_fenologico_cod,ndvi_media_7d,ndvi_tendencia_7d,precipitacao_acum_7d,umidade_solo_sensor_lag1,umidade_solo_sensor_delta1,amplitude_termica,indice_estresse_climatico,razao_umidade_sensor_satelite,cultura_Feijao,cultura_Milho,cultura_Soja,estacao_primavera,estacao_verao
2495,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2023-12-31,365,54,floracao,0.6055,0.5361,18.8,41.82,22.3,20.49,78.89,29.24,33921.7,0,saudavel,3.23,12,150,0.36,2,0.5457,0.1199,35.53,18.02,11.22,-1.69,4.33,0.6992,0,0,0,0,1
2496,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-01,1,55,floracao,0.645,0.5353,20.79,46.04,16.14,22.26,77.94,32.85,46385.9,0,saudavel,3.23,1,150,0.3667,2,0.5689,0.1624,51.67,29.24,3.61,-1.47,4.91,0.7135,0,0,0,0,1
2497,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-02,2,56,floracao,0.6867,0.5689,21.4,47.16,10.67,23.04,81.55,31.66,46910.3,0,saudavel,3.23,1,150,0.3733,2,0.5896,0.1448,53.64,32.85,-1.19,-1.64,4.25,0.6713,0,0,0,0,1
2498,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-03,3,57,floracao,0.6219,0.5192,21.96,42.64,0.0,23.97,76.02,24.39,59210.9,1,saudavel,3.23,1,150,0.38,2,0.6086,0.133,53.64,31.66,-7.27,-2.01,5.75,0.572,0,0,0,0,1
2499,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-04,4,58,floracao,0.6805,0.5587,21.0,38.86,0.0,21.54,80.87,18.26,65167.8,1,saudavel,3.23,1,150,0.3867,2,0.6248,0.1135,49.11,24.39,-6.13,-0.54,4.12,0.4699,0,0,0,0,1
2500,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-05,5,59,floracao,0.7288,0.6241,19.33,35.38,0.0,22.26,77.48,14.14,61199.3,1,saudavel,3.23,1,150,0.3933,2,0.6503,0.1788,49.11,18.26,-4.12,-2.93,5.01,0.3997,0,0,0,0,1
2501,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-06,6,60,floracao,0.6856,0.5902,15.36,39.43,14.16,19.48,83.38,20.75,38788.2,0,saudavel,3.23,1,150,0.4,2,0.6649,0.1018,63.27,14.14,6.61,-4.12,3.24,0.5262,0,0,0,0,1
2502,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-07,7,61,floracao,0.6958,0.606,18.0,48.15,24.21,20.61,80.35,31.7,39595.4,0,saudavel,3.23,1,150,0.4067,2,0.6778,0.0903,65.18,20.75,10.95,-2.61,4.05,0.6584,0,0,0,0,1
2503,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-08,8,62,floracao,0.7238,0.5985,19.65,53.55,19.25,22.12,89.48,40.21,39595.4,0,saudavel,3.23,1,150,0.4133,2,0.689,0.0788,68.29,31.7,8.51,-2.47,2.33,0.7509,0,0,0,0,1
2504,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-09,9,63,floracao,0.7453,0.6503,13.69,49.3,0.46,19.67,81.39,34.75,59544.1,0,saudavel,3.23,1,150,0.42,2,0.6974,0.0586,58.08,40.21,-5.46,-5.98,3.66,0.7049,0,0,0,0,1
2505,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-10,10,64,floracao,0.7508,0.6184,21.92,44.87,0.0,23.47,77.73,27.51,59680.2,1,saudavel,3.23,1,150,0.4267,2,0.7158,0.1289,58.08,34.75,-7.24,-1.55,5.23,0.6131,0,0,0,0,1
2506,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-11,11,65,floracao,0.7386,0.6446,19.56,44.71,7.6,22.31,84.65,25.58,53951.8,0,saudavel,3.23,1,150,0.4333,2,0.7241,0.0581,65.68,27.51,-1.93,-2.75,3.42,0.5721,0,0,0,0,1
2507,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-12,12,66,floracao,0.7371,0.5968,16.28,45.16,8.45,20.07,73.84,26.16,50034.9,0,saudavel,3.23,1,150,0.44,2,0.7253,0.0083,74.13,25.58,0.58,-3.79,5.25,0.5793,0,0,0,0,1
2508,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-13,13,67,floracao,0.7862,0.6996,15.07,41.34,0.0,19.11,89.79,20.99,53930.7,1,saudavel,3.23,1,150,0.4467,2,0.7397,0.1006,59.97,26.16,-5.17,-4.04,1.95,0.5077,0,0,0,0,1
2509,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-14,14,68,floracao,0.7504,0.6274,18.17,42.25,8.84,20.16,75.7,22.6,50628.1,0,saudavel,3.23,1,150,0.4533,2,0.7475,0.0546,44.6,20.99,1.61,-1.99,4.9,0.5349,0,0,0,0,1
2510,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-15,15,69,floracao,0.733,0.6351,18.09,38.67,0.0,19.8,86.77,17.68,53939.7,1,saudavel,3.23,1,150,0.46,2,0.7488,0.0092,25.35,22.6,-4.92,-1.71,2.62,0.4572,0,0,0,0,1
2511,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-16,16,70,floracao,0.7472,0.6487,15.86,37.3,3.85,19.8,88.38,15.16,59667.9,0,saudavel,3.23,1,150,0.4667,2,0.749,0.0019,28.74,17.68,-2.52,-3.94,2.3,0.4064,0,0,0,0,1
2512,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-17,17,71,floracao,0.7691,0.6284,14.58,38.83,9.42,18.86,78.63,18.35,47614.7,0,saudavel,3.23,1,150,0.4733,2,0.7517,0.0183,38.16,15.16,3.19,-4.28,4.03,0.4726,0,0,0,0,1
2513,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-18,18,72,floracao,0.8144,0.709,17.34,46.98,22.92,20.54,78.04,29.16,35441.7,0,saudavel,3.23,1,150,0.48,2,0.7625,0.0758,53.48,18.35,10.81,-3.2,4.51,0.6207,0,0,0,0,1
2514,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-19,19,73,floracao,0.7643,0.6386,19.33,54.82,23.76,21.89,78.77,38.59,32668.6,0,saudavel,3.23,1,150,0.4867,2,0.7664,0.0272,68.79,29.16,9.43,-2.56,4.65,0.7039,0,0,0,0,1
2515,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-20,20,74,floracao,0.8216,0.6922,16.81,50.24,0.0,19.64,83.7,31.53,58278.9,1,saudavel,3.23,1,150,0.4933,2,0.7714,0.0354,68.79,38.59,-7.06,-2.83,3.2,0.6276,0,0,0,0,1
2516,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-21,21,75,floracao,0.82,0.6836,17.35,46.02,0.0,21.29,74.54,25.49,58443.3,1,saudavel,3.23,1,150,0.5,2,0.7814,0.0696,59.95,31.53,-6.04,-3.94,5.42,0.5539,0,0,0,0,1
2517,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-22,22,76,floracao,0.8008,0.7129,16.72,49.72,15.18,20.04,79.66,30.61,40467.0,0,saudavel,3.23,1,150,0.5067,2,0.7911,0.0678,75.13,25.49,5.12,-3.32,4.08,0.6156,0,0,0,0,1
2518,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-23,23,77,floracao,0.7473,0.6118,18.67,45.5,0.0,21.37,77.76,24.19,58061.0,1,saudavel,3.23,1,150,0.5133,2,0.7911,0.0001,71.28,30.61,-6.42,-2.7,4.75,0.5316,0,0,0,0,1
2519,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-24,24,78,floracao,0.7764,0.6686,17.17,43.76,4.2,19.19,74.8,22.85,52750.1,0,saudavel,3.23,1,150,0.52,2,0.7921,0.0073,66.06,24.19,-1.34,-2.02,4.84,0.5222,0,0,0,0,1
2520,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-25,25,79,floracao,0.7889,0.6581,18.94,40.06,0.0,20.71,74.34,17.4,56014.8,1,saudavel,3.23,1,150,0.5267,2,0.7885,-0.0255,43.14,22.85,-5.45,-1.77,5.31,0.4343,0,0,0,0,1
2521,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-26,26,80,floracao,0.8375,0.7337,18.45,48.2,23.09,20.39,80.31,27.38,32257.4,0,saudavel,3.23,1,150,0.5333,2,0.7989,0.0732,42.47,17.4,9.98,-1.94,4.01,0.568,0,0,0,0,1
2522,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-27,27,81,floracao,0.7925,0.7201,20.34,44.07,0.0,22.17,79.06,20.76,62825.7,1,saudavel,3.23,1,150,0.54,2,0.7948,-0.0291,42.47,27.38,-6.62,-1.83,4.64,0.4711,0,0,0,0,1
2523,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-28,28,82,floracao,0.7893,0.6583,19.6,40.35,0.0,20.89,75.37,15.75,59213.4,1,saudavel,3.23,1,150,0.5467,2,0.7904,-0.0307,42.47,20.76,-5.01,-1.29,5.15,0.3903,0,0,0,0,1
2524,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-29,29,83,frutificacao,0.8091,0.6905,18.09,36.92,0.0,20.36,79.8,10.72,57627.7,1,saudavel,3.23,1,150,0.5533,3,0.7916,0.0083,27.29,15.75,-5.03,-2.27,4.11,0.2904,0,0,0,0,1
2525,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-30,30,84,frutificacao,0.7775,0.6532,14.1,52.19,36.85,17.69,77.67,29.95,30987.1,0,saudavel,3.23,1,150,0.56,3,0.7959,0.0302,64.14,10.72,19.23,-3.59,3.95,0.5739,0,0,0,0,1
2526,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-01-31,31,85,frutificacao,0.8054,0.7054,17.32,66.34,37.04,19.03,86.54,49.13,28391.3,0,saudavel,3.23,1,150,0.5667,3,0.8,0.029,96.98,29.95,19.18,-1.71,2.56,0.7406,0,0,0,0,1
2527,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-01,32,86,frutificacao,0.7899,0.6665,14.06,65.52,9.38,18.55,79.67,48.04,45137.1,0,saudavel,3.23,2,150,0.5733,3,0.8002,0.001,106.36,49.13,-1.09,-4.49,3.77,0.7332,0,0,0,0,1
2528,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-02,33,87,frutificacao,0.8595,0.7487,17.07,60.08,0.0,18.44,85.63,39.97,46575.7,0,saudavel,3.23,2,150,0.58,3,0.8033,0.022,83.27,48.04,-8.07,-1.37,2.65,0.6653,0,0,0,0,1
2529,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-03,34,88,frutificacao,0.787,0.661,15.57,55.08,0.0,19.63,70.86,39.97,50601.8,1,saudavel,3.23,2,150,0.5867,3,0.8025,-0.0055,83.27,39.97,0.0,-4.06,5.72,0.7257,0,0,0,0,1
2530,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-04,35,89,frutificacao,0.8433,0.7617,17.19,50.47,0.0,19.9,80.66,23.23,60503.2,1,saudavel,3.23,2,150,0.5933,3,0.8102,0.054,83.27,39.97,-16.74,-2.71,3.85,0.4603,0,0,0,0,1
2531,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-05,36,90,frutificacao,0.7811,0.6201,18.3,50.15,7.84,19.89,81.92,24.18,50208.9,0,saudavel,3.23,2,150,0.6,3,0.8062,-0.028,91.11,23.23,0.95,-1.59,3.6,0.4822,0,0,0,0,1
2532,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-06,37,91,frutificacao,0.8081,0.6945,18.48,55.01,18.14,21.29,77.29,28.95,37926.3,0,saudavel,3.23,2,150,0.6067,3,0.8106,0.0306,72.4,24.18,4.77,-2.81,4.83,0.5263,0,0,0,0,1
2533,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-07,38,92,frutificacao,0.8116,0.6897,14.7,51.12,1.41,20.06,75.9,24.26,47242.0,1,saudavel,3.23,2,150,0.6133,3,0.8115,0.0062,36.77,28.95,-4.69,-5.36,4.83,0.4746,0,0,0,0,1
2534,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-08,39,93,frutificacao,0.8029,0.6816,13.25,46.83,0.0,17.43,79.28,18.44,54866.3,1,saudavel,3.23,2,150,0.62,3,0.8134,0.013,27.39,24.26,-5.82,-4.18,3.61,0.3938,0,0,0,0,1
2535,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-09,40,94,frutificacao,0.7999,0.6856,16.67,50.05,14.34,19.51,82.39,20.76,39264.2,0,saudavel,3.23,2,150,0.6267,3,0.8048,-0.0596,41.73,18.44,2.32,-2.84,3.44,0.4148,0,0,0,0,1
2536,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-10,41,95,frutificacao,0.8135,0.6926,17.34,45.85,0.0,20.02,72.19,18.98,54507.6,1,saudavel,3.23,2,150,0.6333,3,0.8086,0.0265,41.73,20.76,-1.78,-2.68,5.57,0.414,0,0,0,0,1
2537,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-11,42,96,frutificacao,0.8022,0.6863,17.58,43.02,2.07,20.98,81.04,14.77,46997.1,1,saudavel,3.23,2,150,0.64,3,0.8028,-0.0411,43.8,18.98,-4.21,-3.4,3.98,0.3433,0,0,0,0,1
2538,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-12,43,97,frutificacao,0.7877,0.6777,15.78,39.37,0.0,18.8,80.31,11.32,50379.8,1,saudavel,3.23,2,150,0.6467,3,0.8037,0.0066,35.96,14.77,-3.45,-3.02,3.7,0.2875,0,0,0,0,1
2539,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-13,44,98,frutificacao,0.7746,0.6934,14.31,48.63,25.22,18.75,77.3,25.22,32547.8,0,saudavel,3.23,2,150,0.6533,3,0.7989,-0.0335,43.04,11.32,13.9,-4.44,4.26,0.5186,0,0,0,0,1
2540,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-14,45,99,frutificacao,0.7813,0.6088,19.28,44.54,0.0,20.53,77.3,19.71,57053.7,1,saudavel,3.23,2,150,0.66,3,0.7946,-0.0303,41.63,25.22,-5.51,-1.25,4.66,0.4425,0,0,0,0,1
2541,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-15,46,100,frutificacao,0.7771,0.6975,15.76,40.78,0.0,19.13,78.41,16.6,48999.8,1,saudavel,3.23,2,150,0.6667,3,0.7909,-0.0258,41.63,19.71,-3.11,-3.37,4.13,0.4071,0,0,0,0,1
2542,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-16,47,101,frutificacao,0.7723,0.7077,14.25,53.06,31.49,16.41,87.88,32.71,22339.3,0,saudavel,3.23,2,150,0.6733,3,0.787,-0.0276,58.78,16.6,16.11,-2.16,1.99,0.6165,0,0,0,0,1
2543,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-17,48,102,frutificacao,0.7729,0.6219,14.49,60.73,24.22,16.04,81.41,42.88,22339.3,0,saudavel,3.23,2,150,0.68,3,0.7812,-0.0406,83.0,32.71,10.17,-1.55,2.98,0.7061,0,0,0,0,1
2544,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-18,49,103,frutificacao,0.7377,0.628,17.67,55.6,0.0,21.47,71.55,35.29,46288.9,0,saudavel,3.23,2,150,0.6867,3,0.7719,-0.0645,80.93,42.88,-7.59,-3.8,6.11,0.6347,0,0,0,0,1
2545,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-19,50,104,frutificacao,0.7393,0.6558,13.56,50.95,0.0,16.09,77.16,26.61,46195.7,1,saudavel,3.23,2,150,0.6933,3,0.765,-0.0484,80.93,35.29,-8.68,-2.53,3.67,0.5223,0,0,0,0,1
2546,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-20,51,105,frutificacao,0.7698,0.6727,15.71,57.5,21.65,18.36,72.1,35.98,46195.7,0,saudavel,3.23,2,150,0.7,3,0.7643,-0.0048,77.36,26.61,9.37,-2.65,5.12,0.6257,0,0,0,0,1
2547,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-21,52,106,frutificacao,0.7007,0.6292,17.33,52.7,0.0,19.89,67.31,27.66,55389.7,1,saudavel,3.23,2,150,0.7067,3,0.7528,-0.0806,77.36,35.98,-8.32,-2.56,6.5,0.5249,0,0,0,0,1
2548,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-22,53,107,frutificacao,0.7616,0.6548,13.95,54.76,12.95,15.88,73.2,29.09,35732.1,0,saudavel,3.23,2,150,0.7133,3,0.7506,-0.0155,90.31,27.66,1.43,-1.93,4.26,0.5312,0,0,0,0,1
2549,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-23,54,108,frutificacao,0.7176,0.5693,13.74,55.25,10.14,16.86,78.86,30.62,39187.4,0,saudavel,3.23,2,150,0.72,3,0.7428,-0.0547,68.96,29.09,1.53,-3.12,3.56,0.5542,0,0,0,0,1
2550,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-24,55,109,frutificacao,0.7524,0.6657,13.86,50.63,0.0,16.57,84.64,24.24,48503.6,1,saudavel,3.23,2,150,0.7267,3,0.7399,-0.0205,44.74,30.62,-6.38,-2.71,2.55,0.4788,0,0,0,0,1
2551,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-25,56,110,frutificacao,0.733,0.6358,18.14,46.34,0.0,21.11,80.37,20.13,46425.0,1,saudavel,3.23,2,150,0.7333,3,0.7392,-0.0047,44.74,24.24,-4.11,-2.97,4.14,0.4344,0,0,0,0,1
2552,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-26,57,111,frutificacao,0.6905,0.6163,21.51,45.54,6.47,21.4,69.28,20.85,37093.8,0,saudavel,3.23,2,150,0.74,3,0.7322,-0.0488,51.21,20.13,0.72,0.11,6.57,0.4578,0,0,0,0,1
2553,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-27,58,112,frutificacao,0.6803,0.5476,14.45,44.71,6.03,17.23,73.4,18.61,44849.4,0,saudavel,3.23,2,150,0.7467,3,0.7194,-0.0895,35.59,20.85,-2.24,-2.78,4.58,0.4162,0,0,0,0,1
2554,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-28,59,113,frutificacao,0.7035,0.5736,17.58,41.39,0.92,19.17,71.37,16.71,46689.4,1,saudavel,3.23,2,150,0.7533,3,0.7198,0.0028,36.51,18.61,-1.9,-1.59,5.49,0.4037,0,0,0,0,1
2555,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-02-29,60,114,frutificacao,0.683,0.5809,18.38,37.88,0.0,18.73,63.25,13.87,47612.3,1,saudavel,3.23,2,150,0.76,3,0.7086,-0.0786,23.56,16.71,-2.84,-0.35,6.88,0.3662,0,0,0,0,1
2556,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-01,61,115,frutificacao,0.662,0.5894,14.94,34.64,0.0,17.82,75.7,10.23,45747.9,1,saudavel,3.23,3,150,0.7667,3,0.7007,-0.0556,13.42,13.87,-3.64,-2.88,4.33,0.2953,0,0,0,0,0
2557,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-02,62,116,frutificacao,0.6497,0.5845,14.02,31.64,0.0,15.77,81.61,7.89,50371.7,1,saudavel,3.23,3,150,0.7733,3,0.686,-0.1027,13.42,10.23,-2.34,-1.75,2.9,0.2494,0,0,0,0,0
2558,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-03,63,117,frutificacao,0.5886,0.4858,19.36,31.27,5.34,21.65,72.63,10.42,39930.9,0,saudavel,3.23,3,150,0.78,3,0.6654,-0.1444,18.76,7.89,2.53,-2.29,5.93,0.3332,0,0,0,0,0
2559,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-04,64,118,frutificacao,0.5972,0.4995,12.05,32.53,8.15,15.44,71.11,12.97,35781.8,0,saudavel,3.23,3,150,0.7867,3,0.652,-0.0933,20.44,10.42,2.55,-3.39,4.46,0.3987,0,0,0,0,0
2560,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-05,65,119,frutificacao,0.5598,0.5333,16.63,29.57,0.0,18.46,71.23,13.34,49789.2,1,saudavel,3.23,3,150,0.7933,3,0.6348,-0.1205,14.41,12.97,0.37,-1.83,5.31,0.4511,0,0,0,0,0
2561,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-06,66,120,frutificacao,0.5346,0.4434,15.76,34.29,14.96,17.15,74.42,22.38,26768.4,0,saudavel,3.23,3,150,0.8,3,0.6107,-0.1689,28.45,13.34,9.04,-1.39,4.39,0.6527,0,0,0,0,0
2562,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-07,67,121,frutificacao,0.5414,0.4737,18.23,39.11,15.91,19.61,78.26,28.36,31946.2,0,saudavel,3.23,3,150,0.8067,3,0.5905,-0.1416,44.36,22.38,5.98,-1.38,4.26,0.7251,0,0,0,0,0
2563,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-08,68,122,frutificacao,0.5108,0.4252,18.45,40.9,10.71,19.35,73.47,29.31,35712.7,0,saudavel,3.23,3,150,0.8133,3,0.5689,-0.1512,55.07,28.36,0.95,-0.9,5.13,0.7166,0,0,0,0,0
2564,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-09,69,123,frutificacao,0.4966,0.4316,16.13,37.18,0.0,16.6,79.03,23.17,43052.0,1,saudavel,3.23,3,150,0.82,3,0.547,-0.1531,55.07,29.31,-6.14,-0.47,3.48,0.6232,0,0,0,0,0
2565,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-10,70,124,frutificacao,0.4708,0.3828,15.43,33.71,0.0,16.86,75.11,23.17,38387.8,0,saudavel,3.23,3,150,0.8267,3,0.5302,-0.1178,49.73,23.17,0.0,-1.43,4.2,0.6873,0,0,0,0,0
2566,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-11,71,125,frutificacao,0.4366,0.3544,16.13,30.47,0.0,15.71,77.21,13.79,39131.0,1,saudavel,3.23,3,150,0.8333,3,0.5072,-0.1606,41.58,23.17,-9.38,0.42,3.58,0.4526,0,0,0,0,0
2567,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-12,72,126,frutificacao,0.4769,0.3979,19.24,42.19,29.29,18.32,69.57,30.75,24536.6,0,saudavel,3.23,3,150,0.84,3,0.4954,-0.0829,70.87,13.79,16.96,0.92,5.57,0.7288,0,0,0,0,0
2568,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-13,73,127,frutificacao,0.4277,0.3526,20.57,38.26,0.0,19.08,70.2,22.47,46128.4,1,saudavel,3.23,3,150,0.8467,3,0.4801,-0.1069,55.91,30.75,-8.28,1.49,5.69,0.5873,0,0,0,0,0
2569,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-14,74,128,maturacao,0.3779,0.3151,17.69,34.57,0.0,17.35,68.21,18.56,40362.1,0,saudavel,3.23,3,150,0.8533,4,0.4568,-0.1635,40.0,22.47,-3.91,0.34,5.52,0.5369,0,0,0,0,0
2570,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-15,75,129,maturacao,0.3931,0.3447,18.99,33.19,4.0,17.64,77.13,18.43,35709.4,0,saudavel,3.23,3,150,0.86,4,0.4399,-0.1177,33.29,18.56,-0.13,1.35,4.03,0.5553,0,0,0,0,0
2571,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-16,76,130,maturacao,0.4034,0.3807,20.55,29.84,0.0,20.86,70.55,15.06,35540.9,0,saudavel,3.23,3,150,0.8667,4,0.4266,-0.0932,33.29,18.43,-3.37,-0.31,6.14,0.5047,0,0,0,0,0
2572,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-17,77,131,maturacao,0.3763,0.3081,19.67,26.82,0.0,19.4,54.7,11.33,43356.7,0,saudavel,3.23,3,150,0.8733,4,0.4131,-0.0945,33.29,15.06,-3.73,0.27,8.79,0.4224,0,0,0,0,0
2573,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-18,78,132,maturacao,0.3318,0.2623,21.43,32.39,16.85,20.02,74.53,20.13,31888.9,0,saudavel,3.23,3,150,0.88,4,0.3982,-0.1048,50.14,11.33,8.8,1.41,5.1,0.6215,0,0,0,0,0
2574,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-19,79,133,maturacao,0.3182,0.2707,15.44,29.08,0.0,14.64,80.04,17.51,31380.8,0,saudavel,3.23,3,150,0.8867,4,0.3755,-0.1587,20.85,20.13,-2.62,0.8,2.92,0.6021,0,0,0,0,0
2575,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-20,80,134,maturacao,0.2958,0.2344,18.9,26.0,0.0,18.83,68.41,13.29,32180.1,0,saudavel,3.23,3,150,0.8933,4,0.3566,-0.1319,20.85,17.51,-4.22,0.07,5.95,0.5112,0,0,0,0,0
2576,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-21,81,135,maturacao,0.2877,0.2119,20.63,23.15,0.0,18.39,74.94,9.93,39500.8,0,saudavel,3.23,3,150,0.9,4,0.3438,-0.0902,20.85,13.29,-3.36,2.24,4.61,0.4289,0,0,0,0,0
2577,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-22,82,136,maturacao,0.2779,0.2575,16.81,20.51,0.0,16.14,72.65,10.33,39527.4,0,saudavel,3.23,3,150,0.9067,4,0.3273,-0.1152,16.85,9.93,0.4,0.67,4.41,0.5037,0,0,0,0,0
2578,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-23,83,137,maturacao,0.2512,0.2151,17.68,18.05,0.0,16.46,62.72,7.86,36935.5,0,atencao,3.23,3,150,0.9133,4,0.3056,-0.1522,16.85,10.33,-2.47,1.22,6.14,0.4355,0,0,0,0,0
2579,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-24,84,138,maturacao,0.2619,0.2262,20.41,15.8,0.0,17.71,82.13,5.0,37907.4,0,saudavel,3.23,3,150,0.92,4,0.2892,-0.1144,16.85,7.86,-2.86,2.7,3.16,0.3165,0,0,0,0,0
2580,F03-ALG,F03,94.5,-18.15128,-48.45328,2023/2024,2024-03-25,85,139,maturacao,0.2687,0.1899,18.16,29.09,30.72,16.04,72.16,23.42,18080.9,0,saudavel,3.23,3,150,0.9267,4,0.2802,-0.0631,30.72,5.0,18.42,2.12,4.47,0.8051,0,0,0,0,0
